hsX	100604847	100630272	BTK
hsX	100666975	100668305	HNRNPH2
hsX	107400228	107682654	COL4A6
hsX	107975799	107979573	IRS4
hsX	108619110	108719154	GUCY2F
hsX	110366330	110463690	PAK3
hsX	123019475	123041031	XIAP
hsX	123156438	123234494	STAG2
hsX	129200647	129215327	ELF4
hsX	129263506	129299637	AIFM1
hsX	1314888	1331548	CRLF2
hsX	13587927	13651219	EGFL6
hsX	13753135	13787266	OFD1
hsX	137715009	138286305	FGF13
hsX	1401573	1428482	CSF2RA
hsX	1460629	1501381	IL3RA
hsX	152908867	152915758	DUSP9
hsX	152935235	152939686	PNCK
hsX	153030951	153044502	PLXNB3
hsX	153041801	153051002	SRPK3
hsX	153276389	153285216	IRAK1
hsX	153576972	153599666	FLNA
hsX	15364253	15402083	FIGF
hsX	153770526	153792744	IKBKG
hsX	154444744	154467148	VBP1
hsX	15526475	15574293	BMX
hsX	18525187	18671668	CDKL5
hsX	18911601	19002071	PHKA2
hsX	19378847	19533423	MAP3K15
hsX	200853	216002	PLCXD1
hsX	20173514	20284752	RPS6KA3
hsX	21392986	21670638	CNKSR2
hsX	24483564	24557325	PDK3
hsX	3530239	3631331	PRKX
hsX	38128877	38186668	RPGR
hsX	40982868	41091776	USP9X
hsX	41379671	41782272	CASK
hsX	43809038	43817890	NDP
hsX	44732699	44970700	KDM6A
hsX	46844257	46918467	PHF16
hsX	47077996	47088207	CDK16
hsX	47422353	47430856	ARAF
hsX	47496215	47500839	ELK1
hsX	48368207	48378873	PORCN
hsX	48554175	48566270	SUV39H1
hsX	48649506	48652737	GATA1
hsX	48660284	48683377	HDAC6
hsX	48771407	48776141	PIM2
hsX	48887153	48900814	TFE3
hsX	49955601	49965586	AKAP4
hsX	50028150	50094714	CCNB3
hsX	50653782	50659603	BMP15
hsX	53111780	53117120	TSPYL2
hsX	53222091	53254116	KDM5C
hsX	53407004	53449555	SMC1A
hsX	53964391	54071375	PHF8
hsX	54224755	54360104	WNK3
hsX	591631	605242	SHOX
hsX	63405964	63413157	FAM123B
hsX	64887653	64959755	MSN
hsX	66764987	66943682	AR
hsX	68049563	68060497	EFNB1
hsX	68836110	69255458	EDA
hsX	70316377	70321989	FOXO4
hsX	70338592	70362106	MED12
hsX	70586163	70749627	TAF1
hsX	71401558	71522787	PIN4
hsX	71424862	71458787	ERCC6L
hsX	71521571	71525217	CITED1
hsX	71549483	71792616	HDAC8
hsX	71800850	71933749	PHKA1
hsX	76709637	76712010	FGF16
hsX	76763827	77041537	ATRX
hsX	79277735	79286605	TBX22
hsX	83319283	83442927	RPS6KA6
hsX	86772895	86924421	KLHL4
hsX	96139308	96140091	RPA4
hsX	9621616	9684332	TBL1X
hsY	15361688	15591589	UTY
hsY	21867879	21906465	KDM5D
hsY	6893093	6959582	TBL1Y
hsY	7142237	7235465	PRKY
hs1	100817277	100983880	CDC14A
hs1	10292378	10438488	KIF1B
hs1	10521545	10532567	DFFA
hs1	108115912	108507509	VAV3
hs1	110453604	110467850	CSF1
hs1	110944113	110950486	HBXIP
hs1	11114871	11119955	SRM
hs1	11167447	11319465	MTOR
hs1	112233949	112251874	RAP1A
hs1	113010126	113063131	WNT2B
hs1	113244081	113246420	RHOC
hs1	114471942	114516132	HIPK1
hs1	114940268	115053517	TRIM33
hs1	115251154	115258786	NRAS
hs1	115828689	115829409	NGF
hs1	116194008	116233998	VANGL1
hs1	11734791	11740721	MAD2L2
hs1	120457927	120612041	NOTCH2
hs1	12123625	12202586	TNFRSF8
hs1	12227023	12267075	TNFRSF1B
hs1	1271468	1284444	DVL1
hs1	14042044	14149725	PRDM2
hs1	145248814	145290518	NOTCH2NL
hs1	145576029	145585668	PIAS3
hs1	146631121	146643765	PRKAB2
hs1	147083600	147096751	BCL9
hs1	150238500	150241214	APH1A
hs1	150549838	150552022	MCL1
hs1	150784480	150849090	ARNT
hs1	150899208	150936843	SETDB1
hs1	151170483	151220441	PIP5K1A
hs1	151265326	151298710	PI4KB
hs1	153651465	153665919	NPR1
hs1	154130094	154164496	TPM3
hs1	154931253	154936407	PYGO2
hs1	154936277	154943054	SHC1
hs1	154947189	154951287	CKS1B
hs1	155141914	155159849	KRTCAP2
hs1	155158586	155162665	MUC1
hs1	155165599	155177688	THBS3
hs1	155233007	155240767	CLK2
hs1	155260354	155271219	PKLR
hs1	155307435	155491310	ASH1L
